word,mean_impact,std_impact,frequency,max_impact,min_impact,impact_range
guess,-0.04736268073255869,0.0,6,-0.04736268073255869,-0.04736268073255869,0.0
put,-0.047250801207323154,0.011164077975287939,16,-0.044368248669053076,-0.09048908928137436,0.04612084061232129
properly,0.046442217073103226,0.0,5,0.046442217073103226,0.046442217073103226,0.0
articles,-0.04636067755303826,0.01703946926165166,25,-0.03678532246463104,-0.07668263533299441,0.03989731286836337
hard,0.04622301612049654,6.938893903907228e-18,7,0.046223016120496535,0.046223016120496535,0.0
last,0.045875646288946186,0.0,17,0.045875646288946186,0.045875646288946186,0.0
up,0.04534909457594322,0.013496754338078336,30,0.08583935759017822,0.04085017646325043,0.044989181126927784
make,-0.04478352657648669,0.056090673876889006,24,-0.02442737813262911,-0.2415596282004434,0.2171322500678143
until,0.04476774766727238,0.0,7,0.04476774766727238,0.04476774766727238,0.0
non,-0.04465406015282768,6.938893903907228e-18,6,-0.044654060152827676,-0.044654060152827676,0.0
world,0.04431617509878837,6.938893903907228e-18,11,0.044316175098788366,0.044316175098788366,0.0
too,-0.04377541623941736,0.010342939120824863,16,-0.041104880841697895,-0.08383344720520923,0.042728566363511335
work,-0.0436071268035523,0.013558145762379764,15,-0.03828918451043617,-0.07817375170880718,0.03988456719837101
trying,0.04354294172370091,0.0,5,0.04354294172370091,0.04354294172370091,0.0
subject,-0.04327761095282268,0.0,8,-0.04327761095282268,-0.04327761095282268,0.0
someone,-0.042741531873076534,0.021829178689007425,9,-0.03182694252857283,-0.0973144785955951,0.06548753606702226
of,0.042111330045626456,0.4246722339841506,142,5.073945627411976,-0.011114886368919987,5.0850605137808955
things,-0.041840220662878846,0.0,11,-0.041840220662878846,-0.041840220662878846,0.0
wouldn,0.04175832078748976,0.0,5,0.04175832078748976,0.04175832078748976,0.0
unless,0.041316446605673164,0.012830148601527038,7,0.07274376400349758,0.03607856037270243,0.03666520363079515
against,-0.041127059663911246,0.038038193687580255,6,-0.020292682934472926,-0.12446456658166455,0.10417188364719163
matter,0.04098588572860527,0.0,5,0.04098588572860527,0.04098588572860527,0.0
message,-0.04079519826405837,0.0,11,-0.04079519826405837,-0.04079519826405837,0.0
through,-0.04070732740157026,0.0,6,-0.04070732740157026,-0.04070732740157026,0.0
believe,-0.040591778953656,0.013545409230087556,11,-0.03420641180662816,-0.06932593111528129,0.03511951930865313
best,0.04054460735159389,0.012156725754428669,8,0.07270828045462621,0.035949796908303557,0.036758483546322655
place,0.040534392846236986,0.02007870493345103,11,0.09678281996269206,0.03165306224890198,0.06512975771379008
will,-0.04017191372458592,0.07770641527155445,32,-0.016218035970156707,-0.3591367069809328,0.3429186710107761
out,0.04016778718431938,0.01395060830018535,41,0.11888907687822244,0.037178371119993954,0.08171070575822847
go,0.040099085776295965,0.017138279462645033,29,0.10818120860252887,0.03367624400023626,0.07450496460229261
keep,-0.04003625020302618,0.01444093420877832,11,-0.031193020147873875,-0.06361819701676565,0.03242517686889177
that,-0.03973050246124763,0.0886595296879922,172,-0.003398624127629024,-0.7160133605659728,0.7126147364383437
questions,0.039566949997439635,0.013951947820867817,8,0.06373243248773258,0.03151178916734199,0.03222064332039059
ll,0.03920035509802538,0.009731402528389336,14,0.07428742589631303,0.036501349652003245,0.03778607624430978
because,-0.038910866061500564,0.03224503281117622,53,-0.02821380724579647,-0.19496207702000729,0.1667482697742108
several,0.03887012289948179,0.0,5,0.03887012289948179,0.03887012289948179,0.0
delete,-0.038565544931044984,0.010529697909485707,11,-0.03523576208429616,-0.07186337339853333,0.03662761131423717
free,0.037255781114253254,0.0,10,0.037255781114253254,0.037255781114253254,0.0
same,0.03707368602034595,0.0,11,0.03707368602034595,0.03707368602034595,0.0
words,-0.03693304974305262,0.0,5,-0.03693304974305262,-0.03693304974305262,0.0
read,-0.03646378757428488,6.938893903907228e-18,12,-0.03646378757428489,-0.03646378757428489,0.0
sort,-0.03553718494769441,0.0,5,-0.03553718494769441,-0.03553718494769441,0.0
friends,0.03544306074998843,0.0,5,0.03544306074998843,0.03544306074998843,0.0
ve,-0.0351496327218378,0.0,14,-0.0351496327218378,-0.0351496327218378,0.0
fan,-0.03456967858354835,0.020011391365295714,5,-0.02456398290090049,-0.07459246131413978,0.05002847841323929
live,0.034453254353132456,0.0,5,0.034453254353132456,0.034453254353132456,0.0
all,-0.033489367080594794,0.010215673867523985,35,-0.03036146853633002,-0.066853618219419,0.036492149683088976
new,-0.03334253517524073,0.0,8,-0.03334253517524073,-0.03334253517524073,0.0
comment,-0.03331957553520452,0.0,7,-0.03331957553520452,-0.03331957553520452,0.0
your,0.033293788735179526,0.1253237027985888,78,0.8497494008900959,0.0076267709877944284,0.8421226299023015
public,0.033007870298248344,0.0,7,0.033007870298248344,0.033007870298248344,0.0
neutral,0.0324907747358767,0.0,5,0.0324907747358767,0.0324907747358767,0.0
leave,-0.03203837561611706,6.938893903907228e-18,6,-0.03203837561611707,-0.03203837561611707,0.0
why,-0.03185279371131692,0.010978496454561271,20,-0.027240902729948644,-0.05798684260573717,0.03074593987578853
by,-0.031597440163403365,0.009011188673059898,30,-0.029189098687534217,-0.06531422082557162,0.0361251221380374
along,-0.03153196739732989,0.0,5,-0.03153196739732989,-0.03153196739732989,0.0
people,-0.03134379487871669,0.010115489659619979,41,-0.027573974461282277,-0.05848650188424447,0.030912527422962195
remove,0.031036391788225398,0.008112867781211466,12,0.05794373019226695,0.028590270115130705,0.029353460077136247
different,-0.030853315947609882,0.010512203048589396,5,-0.02559721442331518,-0.051877722044788674,0.026280507621473492
here,0.030843690752228165,0.0,21,0.030843690752228165,0.030843690752228165,0.0
use,0.030686543751942973,0.007692012441907641,14,0.05842048902274795,0.02855316334649644,0.02986732567625151
am,0.030644424723868424,0.01655197420444911,28,0.09806791258734329,0.022553606180251436,0.07551430640709186
do,0.030457752192021348,0.050345474725758996,57,0.3913271682803157,0.018786684401326186,0.3725404838789895
back,0.030278711841550877,0.014724798579723641,10,0.06579626238882462,0.021399324204732433,0.04439693818409218
love,0.03024529691492682,0.01051156777047251,9,0.0499106395124085,0.024626627601360626,0.02528401191104787
good,0.029355928166028597,6.938893903907228e-18,13,0.02935592816602859,0.02935592816602859,0.0
even,0.028928593866000284,0.017094688789075073,24,0.09008841176452097,0.0212836166286852,0.06880479513583576
article,-0.028599926912495414,0.020494004861781073,55,-0.01320335013033462,-0.09961270962205335,0.08640935949171873
how,-0.02830521578444802,0.011705622356112248,31,-0.024714094776525145,-0.08037647039932952,0.05566237562280438
data,-0.02828500952466747,0.014285358345791652,5,-0.01757099076532373,-0.05328438662980286,0.03571339586447913
research,0.028113286502843494,0.0,5,0.028113286502843494,0.028113286502843494,0.0
really,-0.02808694950845717,0.011854121835070432,22,-0.024548361883504566,-0.07644764704947617,0.0518992851659716
his,-0.02758242223577287,0.016908501617876,19,-0.02245510143722786,-0.09551942281649423,0.07306432137926637
are,0.027485192385515146,0.020928209314840143,116,0.10062029588657646,0.016065425393655068,0.0845548704929214
war,0.027347513320219497,0.009495664347298434,5,0.04633884201481636,0.022599681146570277,0.023739160868246085
racist,-0.026525197809864436,0.008576076549954514,6,-0.0226898597806764,-0.0457018879558046,0.023012028175128197
editing,0.026458918765091374,0.008060148306361113,17,0.04853254398624658,0.02351576873560401,0.02501677525064257
he,-0.026243046162897132,0.013639836883002668,10,-0.012603209279894464,-0.053522719928902465,0.040919510649008
problem,0.02612621297580391,0.0,5,0.02612621297580391,0.02612621297580391,0.0
going,0.02588889103210819,0.012805127592475726,11,0.058485424228662986,0.018645216988429344,0.03984020724023364
